DateTime,Entries,UniqueIPs
1497265823,2453,2453
1497280244,2438,2438
1497294627,2415,2415
1497309023,2444,2444
1497323423,2356,2356
1497337824,2428,2428
1497352292,2500,2500
1497366626,2485,2485
1497377428,2498,2498
1497391826,2514,2514
1497406226,2496,2496
1497420626,2496,2496
1497435026,2511,2511
1497449423,2519,2519
1497463826,2520,2520
1497478226,2549,2549
1497492625,2566,2566
1497507024,2548,2548
1497521425,2519,2519
1497535827,2510,2510
1497550241,2560,2560
1497564626,2593,2593
1497579025,2580,2580
1497589825,2561,2561
1497604351,701,701
1497618624,2559,2559
1497633024,2550,2550
1497647424,2511,2511
1497661833,2478,2478
1497676223,2455,2455
1497690626,2430,2430
1497705033,2399,2399
1497719432,2362,2362
1497733834,2341,2341
1497748224,2308,2308
1497762623,2245,2245
1497777021,2194,2194
1497791418,2164,2164
1497805819,2172,2172
1497820222,2167,2167
1497834618,2160,2160
1497849018,2176,2176
1497863420,2184,2184
1497877819,2215,2215
1497892221,2263,2263
1497906621,2310,2310
1497921019,2370,2370
1497935421,2410,2410
1497949820,2476,2476
1497964231,2494,2494
1497978627,2537,2537
1497993027,2562,2562
1498007421,2588,2588
1498021822,2576,2576
1498036224,2540,2540
1498050623,2556,2556
1498065023,2517,2517
1498079423,2494,2494
1498093821,2511,2511
1498108222,2450,2450
1498122621,2471,2471
1498137021,2429,2429
1498151420,2445,2445
1498165822,2422,2422
1498180222,2424,2424
1498194623,2394,2394
1498209020,2351,2351
1498223421,2375,2375
1498237823,2399,2399
1498252251,2360,2360
1498266621,2307,2307
1498281021,2263,2263
1498295421,2244,2244
1498309821,2205,2205
1498324222,2180,2180
1498338622,2166,2166
1498353024,2186,2186
1498367420,2156,2156
1498381819,2124,2124
1498396220,2099,2099
1498410619,2107,2107
1498425019,2165,2165
1498439419,2153,2153
1498453819,2155,2155
1498468220,2158,2158
1498482620,2180,2180
1498497019,2180,2180
1498511421,2168,2168
1498525820,2195,2195
1498540220,2217,2217
1498554620,2229,2229
1498569021,2268,2268
1498583420,2256,2256
1498597820,2286,2286
1498612221,2316,2316
1498626620,2322,2322
1498641020,2326,2326
1498655421,2370,2370
1498669820,2404,2404
1498684221,2408,2408
1498698620,2409,2409
1498713020,2391,2391
1498727421,2371,2371
1498741820,2380,2380
1498756219,2392,2392
1498770621,2365,2365
1498785020,2330,2330
1498799420,2302,2302
1498813820,2252,2252
1498828219,2205,2205
1498842620,2194,2194
1498857020,2189,2189
1498867820,2190,2190
1498882218,2161,2161
1498896619,2149,2149
1498911019,2105,2105
1498925418,2104,2104
1498939821,2105,2105
1498954221,2100,2100
1498968619,2069,2069
1498983018,2038,2038
1498997417,2019,2019
1499011817,2018,2018
1499026226,2008,2008
1499040618,1978,1978
1499055018,1945,1945
1499069418,1950,1950
1499083817,1971,1971
1499098217,2006,2006
1499112618,2036,2036
1499127019,2069,2069
1499141418,2085,2085
1499155818,2109,2109
1499170219,2118,2118
1499184619,2185,2185
1499199019,2245,2245
1499213422,2287,2287
1499227820,2297,2297
1499242220,2282,2282
1499256620,2232,2232
1499271018,2203,2203
1499285420,2236,2236
1499299822,2277,2277
1499314219,2242,2242
1499328620,2246,2246
1499343020,2226,2226
1499357418,2246,2246
1499371823,2333,2333
1499386220,2335,2335
1499400620,2350,2350
1499415020,2376,2376
1499429420,2414,2414
1499443820,2438,2438
1499458220,2433,2433
1499472621,2454,2454
